s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
to,'to in order',0,to,'to in order',0,TO,'TO IN POS',1,1,para-freeword
a,the,0,a,the,0,DET,DET,0,1,bigrammar-det
to,into,0,to,into,0,TO,IN,1,1,bigrammar-prep
'as a','to be',0,'as a','to be',0,'IN POS','TO PPR',1,1,para-freeword
over,to,0,over,to,0,IN,TO,1,1,bigrammar-prep
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
on,in,0,on,in,0,IN,IN,1,0,bigrammar-prep
a,the,0,a,the,0,DET,DET,0,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,bigrammar-others
'the effectiveness to represent action','the effectiveness of the action representation',0,'the effectiveness to represent action','the effectiveness of the action representation',0,'DET NN TO VB POS','DET NN IN DET NN POS',1,1,para-colocation
?,the,0,?,the,0,?,DET,0,0,bigrammar-others
Besides,'In addition',0,Besides,'In addition',0,IN,'IN POS',1,1,para-freeword
'Our proposed is the trajectory-based approach compared','We our compared trajectory-based approach',0,'Our propose be the trajectory-based approach compare','We our compare trajectory-based approach',0,'PRPS JJ VBZ DET JJ NN PPR','PRP PRPS VBN JJ POS',1,0,para-freeword
'human action recognition','human recognizing actions',0,'human action recognition','human recognize action',0,'JJ NN POS','JJ VBG POS',1,0,para-colocation
on,with,0,on,with,0,IN,IN,0,1,bigrammar-prep
'. Actually ,',.,0,'. Actually ,',.,0,'SYM RB PPR',PP,0,1,para-freeword
'used as an important factor in some works','an important part of some methods',0,'use as an important factor in some work','an important part of some method',0,'VBN IN DET JJ NN IN DET POS','DET JJ NN IN DET POS',1,1,para-freeword
', , . ,',.,0,', , . ,',.,0,'PPC PPC PP PPR',PP,0,1,para-freeword
'due to the','because of',0,'due to the','because of',0,'JJ TO POS','IN POS',0,1,para-freeword
background,backgrounds,0,background,background,1,NN,NNS,1,1,bigrammar-nnum
',',', and',0,',',', and',0,PPR,'PPC PPS',1,1,para-freeword
'so on',?,0,'so on',?,0,'RB POS',?,0,0,unaligned
to,into,0,to,into,0,TO,IN,1,1,bigrammar-prep
'provide a description of',describe,0,'provide a description of',describe,0,'VB DET NN POS',VB,1,1,para-freeword
at,in,0,at,in,0,IN,IN,0,1,bigrammar-prep
'parts , such as :','aspects including',0,'part , such as :','aspect include',0,'NNS PPC JJ IN SYM','NNS PPR',1,1,para-freeword
'human action recognition','human recognizing actions',0,'human action recognition','human recognize action',0,'JJ NN POS','JJ VBG POS',1,0,para-colocation
on,in,0,on,in,0,IN,IN,0,1,bigrammar-prep
follow,follows,0,follow,follow,1,VB,VBZ,1,1,bigrammar-nnum
'At first',First,0,'At first',First,0,'IN PPR',NNP,1,1,para-freeword
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
figure,Figure,0,figure,Figure,0,NN,NNP,1,1,typo-spelling
At,In,0,At,In,0,IN,IN,1,1,bigrammar-prep
'in figure by see','( Figure ) as follows see',0,'in figure by see','( Figure ) as follow see',0,'IN NN IN PPR','LRB NNP RRB IN VBZ PPR',1,1,para-freeword
'And the',The,0,'And the',The,0,'CC POS',DET,1,1,para-freeword
by,as,0,by,as,0,IN,IN,1,1,bigrammar-prep
under,for,0,under,for,0,IN,IN,1,0,bigrammar-prep
a,the,0,a,the,0,DET,DET,0,1,bigrammar-det
to,into,0,to,into,0,TO,IN,1,1,bigrammar-prep
to,of,0,to,of,0,TO,IN,1,0,bigrammar-prep
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
front,'front the',0,front,'front the',0,NN,'NN POS',1,1,bigrammar-det
', respectively .',.,0,', respectively .',.,0,'PPC RB SYM',PP,0,1,para-freeword
'With , respectively these view directions the corresponding projections are','in The corresponding projections these view directions are',0,'With , respectively these view direction the correspond projection be','in The correspond projection these view direction be',0,'IN PPC RB DET NN NNS DET JJ NNS POS','IN DET JJ NNS DET NN NNS POS',1,1,para-freeword
'And the',The,0,'And the',The,0,'CC POS',DET,1,1,para-freeword
in,of,0,in,of,0,IN,IN,1,1,bigrammar-prep
there,'there ,',0,there,'there ,',0,RB,'EX PPR',1,1,typo-spelling
'in is impossible views other from','not from other views',0,'in be impossible view other from','not from other view',0,'IN VBZ JJ NNS JJ POS','RB IN JJ POS',1,1,para-freeword
an,the,0,an,the,0,DET,DET,1,1,bigrammar-det
'shown as',shown,0,'show as',show,0,'VBN POS',VBN,1,1,bigrammar-prep
figure,Figure,0,figure,Figure,0,NN,NNP,1,1,typo-spelling
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
'two points </Eq> , </Eq>','</Eq> and </Eq>',0,'two point </Eq> , </Eq>','</Eq> and </Eq>',0,'CD NNS nnp> PPC nnp>','nnp> CC nnp>',1,1,para-freeword
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
i.e.,'i.e. ,',0,i.e.,'i.e. ,',0,PP,'PP PPR',1,1,typo-spelling
'Where And . .','Here , , and .',0,'Where And . .','Here , , and .',0,'WRB CC PP SYM','RB PPC PPC CC SYM',1,1,para-freeword
'</Eq> </Eq>','</Eq> and </Eq>',0,'</Eq> </Eq>','</Eq> and </Eq>',0,'nnp> nnp>','nnp> CC nnp>',1,1,para-freeword
projection,projections,0,projection,projection,1,NN,NNS,1,1,bigrammar-nnum
',',and,0,',',and,0,PPR,CC,1,1,para-freeword
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
',',and,0,',',and,0,PPR,CC,1,1,typo-spelling
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
'by point view plane </Eq> the to </Eq> from distance','using the distance from </Eq> to </Eq>',0,'by point view plane </Eq> the to </Eq> from distance','use the distance from </Eq> to </Eq>',0,'IN NN NN NN nnp> DET TO nnp> IN POS','VBG DET NN IN nnp> TO nnp>',1,1,para-freeword
figure,Figure,0,figure,Figure,0,NN,NNP,1,1,typo-spelling
'presented by the following equation','in form of the following equation the',0,'present by the follow equation','in form of the follow equation the',0,'VBN IN DET VBG POS','IN NN IN DET VBG NN POS',1,1,para-freeword
'belong to a line parallel','on a line parallel',0,'belong to a line parallel','on a line parallel',0,'VB TO DET NN PPR','IN DET NN PPR',1,1,para-freeword
'both : processes sampling and tracking','the sampling and tracking processes',0,'both : process sample and track','the sample and track process',0,'DET PPS NNS VBG CC POS','DET VBG CC NN POS',1,1,para-freeword
used,use,0,use,use,1,VBN,NN,1,1,bigrammar-vtense
'such as',including,0,'such as',include,0,'JJ POS',VBG,1,0,para-freeword
', or','and ,',0,', or','and ,',0,'PPC PPS','CC PPR',1,1,para-freeword
'Then , tracking','Tracking then',0,'Then , track','Tracking then',0,'RB PPC POS','NNP PPR',1,0,para-freeword
'algorithm of adopts dense optical','algorithm presented in uses dense optical',0,'algorithm of adopt dense optical','algorithm present in use dense optical',0,'NN IN VBZ JJ PPR','NN VBN IN NNS JJ PPR',1,0,para-freeword
'And to',To,0,'And to',To,0,'CC PPR',TO,1,1,para-freeword
'a value is set to suitable of trajectory length','it sets a suitable trajectory length of',0,'a value be set to suitable of trajectory length','it set a suitable trajectory length of',0,'DET NN VBZ NN TO JJ IN NN POS','PRP NNS DET JJ NN NN POS',1,1,para-freeword
'Besides are removed','It also removes',0,'Besides be remove','It also remove',0,'IN VBP PPR','PRP RB PPR',1,0,para-freeword
'After extracting :','Once the have been extracted i.e. ,',0,'After extract :','Once the have be extract i.e. ,',0,'IN VBG SYM','RB DET VB VBN VBN PP PPR',1,1,para-freeword
descriptors,descriptor,0,descriptor,descriptor,1,NNS,NN,1,0,bigrammar-nnum
use,used,0,use,use,1,NN,VBN,1,1,bigrammar-vtense
descriptors,'descriptors ,',0,descriptor,'descriptor ,',0,NNS,'NNS PPR',1,1,typo-spelling
?,'into into',0,?,'into into',0,?,'IN POS',0,0,mogrammar-prep
in,of,0,in,of,0,IN,IN,1,1,bigrammar-prep
'have shown the effectiveness for action recognition','are capable of recognizing actions',0,'have show the effectiveness for action recognition','be capable of recognize action',0,'VB VBN DET NN IN NN POS','VBP JJ IN VBG POS',1,0,para-freeword
on,in,0,on,in,0,IN,IN,0,1,bigrammar-prep
'an empirical study showed in','an empirical study',0,'an empirical study show in','an empirical study',0,'DET JJ NN VBD POS','DET JJ POS',1,1,para-freeword
'In our work , we',We,0,'In our work , we',We,0,'IN PRPS NN PPC POS',PRP,1,1,para-freeword
conduct,conducted,0,conduct,conduct,1,NN,VBN,1,1,bigrammar-vtense
on,for,0,on,for,0,IN,IN,1,0,bigrammar-prep
'For analysis , For , we only show the final results MSR 3D Gesture dataset and 3D Action dataset Pairs .','the for the and and show only final results MSR Gesture 3D dataset Action 3D Pairs dataset',0,'For analysis , For , we only show the final result MSR 3D Gesture dataset and 3D Action dataset Pairs .','the for the and and show only final result MSR Gesture 3D dataset Action 3D Pairs dataset',0,'IN NN PPC IN PPC PRP RB NN DET JJ NNS NNP NNP NN NN CC NNP NNP NN NNS SYM','DET IN DET CC CC NN RB JJ NNS NNP NN NNP NN NNP NNP NNS POS',0,1,para-freeword
concentrate,'concentrate will',0,concentrate,'concentrate will',0,NN,'VB PPR',0,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,unaligned
under,for,0,under,for,0,IN,IN,1,1,bigrammar-prep
'In comparison with',Unlike,0,'In comparison with',Unlike,0,'IN NN POS',IN,1,1,para-freeword
result,results,0,result,result,1,NN,NNS,1,0,bigrammar-nnum
'provide the detail of parameters','detail the parameters',0,'provide the detail of parameter','detail the parameter',0,'VB DET NN IN POS','NN DET POS',1,1,para-freeword
at,in,0,at,in,0,IN,IN,1,1,bigrammar-prep
'projections conduct we , experiments our In on views : front , side , and top , which','projections We make from front , side , and top views : these views',0,'projection conduct we , experiment our In on view : front , side , and top , which','projection We make from front , side , and top view : these view',0,'NNS NN PRP PPC NNS PRPS IN IN NNS PPS NN PPC NN PPC CC JJ PPC POS','NNS PRP VB IN NN PPC NN PPC CC JJ NNS PPS DET POS',1,1,para-freeword
the,an,0,the,an,0,DET,DET,1,1,bigrammar-det
'dense trajectories calculate aligned-descriptors and','trajectory - aligned descriptors',0,'dense trajectory calculate aligned-descriptors and','trajectory - align descriptor',0,'JJ NNS VB JJ PPS','NN PPS VBN POS',1,1,para-freeword
Experimental,'The experimental',0,Experimental,'The experimental',0,JJ,'DET PPR',1,1,bigrammar-det
', will be mentioned','and are described',0,', will be mention','and be describe',0,'PPC MD VB PPR','CC VBP PPR',1,1,para-freeword
Purpose,'The purpose',0,Purpose,'The purpose',0,NN,'DET POS',1,1,bigrammar-det
'three we :','We the',0,'three we :','We the',0,'CD PRP SYM','PRP POS',0,0,para-freeword
'due purpose of stable and',ensure,0,'due purpose of stable and',ensure,0,'JJ NN IN JJ PPS',VB,0,0,para-freeword
to,around,0,to,around,0,TO,IN,1,1,bigrammar-prep
at,in,0,at,in,0,IN,IN,1,1,bigrammar-prep
rejected,'rejected be',0,reject,'reject be',0,VBN,'VBD PPR',1,1,para-passact
?,by,0,?,by,0,?,IN,0,0,mogrammar-prep
Results,'The results',0,Results,'The result',0,NNS,'DET POS',1,1,bigrammar-det
'Most recent works','Most of the methods recent',0,'Most recent work','Most of the method recent',0,'JJS JJ POS','JJS IN DET NNS PPR',1,0,para-colocation
used,using,0,use,use,1,VBN,VBG,0,1,bigrammar-vtense
classifier,classifiers,0,classifier,classifier,1,NN,NNS,1,1,bigrammar-nnum
the,?,0,the,?,0,DET,?,0,0,unaligned
'by author .',.,0,'by author .',.,0,'IN NN SYM',PP,1,1,para-freeword
'phrases of training',training,0,'phrase of train',train,0,'NNS IN POS',NN,1,1,para-freeword
Predicted,'The predicted',0,Predicted,'The predict',0,VBN,'DET PPR',1,1,bigrammar-det
figure,Figure,0,figure,Figure,0,NN,NNP,1,1,typo-spelling
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
for,?,0,for,?,0,IN,?,0,0,mogrammar-prep
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
use,used,0,use,use,1,NN,VBN,1,1,bigrammar-vtense
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
'two present','are such',0,'two present','be such',0,'CD PPR','VBP PPR',0,1,para-freeword
'hammer action','hammer action',1,'hammer action','hammer action',1,'VB POS','VB POS',0,1,para-colocation
'forward punch action','forward punch action',1,'forward punch action','forward punch action',1,'RB NN POS','RB NN POS',0,1,para-colocation
'between action','the and actions are',0,'between action','the and action be',0,'IN POS','DET CC NNS POS',0,0,para-freeword
As,?,0,As,?,0,IN,?,0,0,mogrammar-prep
select,selected,0,select,select,1,JJ,JJ,1,1,bigrammar-vtense
as,for,0,as,for,0,IN,IN,1,1,bigrammar-prep
as,for,0,as,for,0,IN,IN,1,1,bigrammar-prep
subject,', a subjects',0,subject,', a subject',0,JJ,'PPC DET POS',0,1,bigrammar-nnum
'for action recognition under observing actions from',on,0,'for action recognition under observe action from',on,0,'IN NN NN IN VBG NNS POS',IN,1,1,para-freeword
view,the,0,view,the,0,NN,DET,0,0,para-freeword
'In order presentation on ,','representation of the',0,'In order presentation on ,','representation of the',0,'IN NN NN IN PPR','NN IN POS',0,0,para-freeword
'Considering two For example .','The indicate that e.g. , is the',0,'Considering two For example .','The indicate that e.g. , be the',0,'VBG CD IN NN SYM','DET VB IN PP PPC VBZ POS',1,0,para-freeword
confused,confusable,0,confuse,confusable,0,JJ,NN,1,1,bigrammar-wform
Action,'The action',0,Action,'The action',0,NNP,'DET POS',1,1,bigrammar-det
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-wform
', which 96.67% accuracy is','( 96.67%) those of',0,', which 96.67% accuracy be','( 96.67%) those of',0,'PPC WDT NN NN PPR','LRB RRB DET POS',1,0,para-freeword
'Results figure','The results Figure',0,'Results figure','The result Figure',0,'NNS POS','DET NNS POS',1,1,para-colocation
to,in,0,to,in,0,TO,IN,1,1,bigrammar-prep
'Experimental results',They,0,'Experimental result',They,0,'JJ POS',PRP,1,1,para-colocation
'the presentation from','a representation',0,'the presentation from','a representation',0,'DET NN POS','DET POS',1,0,para-freeword
for,of,0,for,of,0,IN,IN,1,0,bigrammar-prep
'for the rest perform experiments on with We creaate additional combinations .','in what follows all that describe will include a i.e. ,',0,'for the rest perform experiment on with We creaate additional combination .','in what follow all that describe will include a i.e. ,',0,'IN DET NN VB NNS IN IN PRP NN JJ NNS SYM','IN WP VBZ DET IN VB MD VB DET PP PPR',1,0,para-freeword
?,',',0,?,',',0,?,PPR,0,0,unaligned
'achieved performance from the the performance based on the of',t,0,'achieve performance from the the performance base on the of',t,0,'VBN NN IN DET DET NN VBN IN DET POS',NN,0,0,para-freeword
of,?,0,of,?,0,IN,?,0,0,unaligned
'based on experimental',the,0,'base on experimental',the,0,'VBN IN PPR',DET,1,1,para-freeword
'presented in','this in',0,'present in','this in',0,'VBN POS','DET POS',1,1,para-freeword
indicates,indicate,0,indicate,indicate,1,VBZ,VB,1,1,bigrammar-vtense
?,.,0,?,.,0,?,PP,0,0,bigrammar-others
although,Although,0,although,Although,0,IN,IN,1,1,typo-spelling
'due to','can the apparent in the',0,'due to','can the apparent in the',0,'JJ PPR','MD DET JJ IN POS',0,0,para-freeword
a,'the the',0,a,'the the',0,DET,'DET POS',0,0,bigrammar-det
figure,Figure,0,figure,Figure,0,NN,NNP,1,1,typo-spelling
'Therefore we performed on','it becomes easy , and actually the to',0,'Therefore we perform on','it become easy , and actually the to',0,'RB PRP VBN POS','PRP VBZ JJ PPC CC RB DET PPR',0,0,para-freeword
.,?,0,.,?,0,PP,?,0,0,unaligned
ensures,ensure,0,ensure,ensure,1,VBZ,VB,1,0,bigrammar-vtense
'combination of front and top','combination the front and top',0,'combination of front and top','combination the front and top',0,'NN IN NN CC PPR','NN DET NN CC PPR',1,0,para-colocation
performances,performance,0,performance,performance,1,NNS,NN,1,1,bigrammar-wform
'interesting points',points,0,'interest point',point,0,'JJ POS',NNS,1,1,para-colocation
'information combination',information,0,'information combination',information,0,'NN POS',NN,1,1,para-colocation
'than only from','than information from only',0,'than only from','than information from only',0,'IN RB POS','IN NN IN PPR',1,1,para-freeword
'the points can lead to looking for','they suggest that there is an',0,'the point can lead to look for','they suggest that there be an',0,'DET NNS MD NN TO VBG POS','PRP VB IN RB VBZ POS',1,1,para-freeword
This,These,0,This,These,0,DET,DET,1,0,bigrammar-nnum
is,are,0,be,be,1,VBZ,VBP,0,0,bigrammar-wform
'challenge to overcome build and','results for building',0,'challenge to overcome build and','result for build',0,'NN TO VB VB PPS','NNS IN POS',1,1,para-freeword
'shows evaluation proposed compared to','compares with those the of',0,'show evaluation propose compare to','compare with those the of',0,'NNS NN JJ VBN PPR','VBZ IN DET DET POS',1,1,para-freeword
seeing,see,0,see,see,1,VBG,VB,1,0,bigrammar-wform
table,Table,0,table,Table,0,NN,NNP,0,1,typo-spelling
i.e.,'i.e. ,',0,i.e.,'i.e. ,',0,PP,'PP PPR',1,0,para-freeword
'result table',table,0,'result table',table,0,'NN POS',NN,1,1,para-colocation
'as shown in figure','( see Figure )',0,'as show in figure','( see Figure )',0,'IN VBN IN POS','LRB VB NNP PPS',1,0,para-freeword
perform,performed,0,perform,perform,1,VB,VBN,1,1,bigrammar-vtense
'in this dataset about',here,0,'in this dataset about',here,0,'IN DET NN POS',RB,1,0,para-freeword
table,Table,0,table,Table,0,NN,NNP,1,1,typo-spelling
where,'from which it is clear that',0,where,'from which it be clear that',0,WRB,'IN WDT PRP VBZ JJ POS',1,1,para-freeword
outperforms,outperformed,0,outperform,outperform,1,VBZ,VBN,1,0,bigrammar-vtense
to,for,0,to,for,0,TO,IN,1,0,bigrammar-prep
evaluate,evaluating,0,evaluate,evaluate,1,VB,VBG,0,1,bigrammar-wform
.,'. ) (',0,.,'. ) (',0,PP,'SYM RRB NN',0,1,para-freeword
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
compare,compared,0,compare,compare,1,VB,VBN,1,1,bigrammar-vtense
'achieved up to date','so far has had',0,'achieve up to date','so far have have',0,'VBN IN TO POS','RB RB VBZ PPR',1,0,para-freeword
'results summarize We in table show in table','results the summarizes Table Table shows',0,'result summarize We in table show in table','result the summarize Table Table show',0,'NNS VB PRP IN NN NN IN POS','NNS DET NNS NNP NNP POS',1,0,para-freeword
outperforms,outperformed,0,outperform,outperform,1,VBZ,VBN,1,1,bigrammar-vtense
'for appeared',',',0,'for appear',',',0,'IN PPR',PPR,1,0,para-freeword
use,used,0,use,use,1,NN,VBN,1,0,bigrammar-vtense
conduct,conducted,0,conduct,conduct,1,NN,VBN,1,1,bigrammar-vtense
with,by,0,with,by,0,IN,IN,1,1,bigrammar-prep
'We report in table','Table lists',0,'We report in table','Table list',0,'PRP NN IN POS','NNP POS',1,0,para-freeword
Experimental,'The experimental',0,Experimental,'The experimental',0,JJ,'DET PPR',1,1,bigrammar-det
'in comparison with HOG , HOF descriptors .',.,0,'in comparison with HOG , HOF descriptor .',.,0,'IN NN IN NNP PPC NNP NNS SYM',PP,0,1,para-freeword
the,?,0,the,?,0,DET,?,0,0,unaligned
'using or also gives','and do give',0,'use or also give','and do give',0,'VBG CC RB PPR','CC VB PPR',0,1,para-freeword
performances,performance,0,performance,performance,1,NNS,NN,1,1,bigrammar-nnum
